time,open,high,low,close,tick_volume
1472477400,110.02264,110.61634,109.79647,110.41844,2550038
1472563800,110.44672,110.64462,110.11688,110.27708,2065944
1472650200,110.22054,110.38074,109.70223,109.98495,2178213
1472736600,109.69281,110.05091,108.50542,109.43837,3043471
1472823000,109.56087,110.20170,109.13681,109.68339,2625592
1473168600,109.73993,109.87186,108.38290,109.04257,2328365
1473255000,108.86352,109.06142,107.17666,107.65727,3625084
1473341400,107.43111,107.93056,106.98818,107.26147,2869443
1473427800,106.35679,106.81856,105.32018,105.55577,4815265
1473687000,104.85841,107.44053,104.60397,106.95049,4041902
1473773400,106.32852,106.46046,104.87726,105.16940,4113848
1473859800,105.32018,107.69497,105.32018,107.45937,4646224
1473946200,107.22378,108.83524,107.11069,108.63734,3466125
1474032600,108.15673,108.24155,106.95049,107.67612,4156612
1474291800,108.25097,109.01430,107.86459,107.93999,3136533
1474378200,108.70332,109.11796,108.11904,108.25097,3034026
1474464600,108.33578,109.26874,107.89287,109.24989,2587709
1474551000,109.69281,110.51268,109.50433,110.09803,3073395
1474637400,108.66562,109.69281,108.62792,109.29701,2491887
1474896600,109.07084,110.11688,108.74101,109.25932,2765875
1474983000,109.00488,109.73993,108.58080,109.51376,3914777
1475069400,109.75877,110.50326,109.18393,110.40902,3534887
1475155800,110.93675,110.93675,109.44779,109.49491,1991770
1475242200,109.91898,110.25824,109.36298,109.87186,4072357
1475501400,109.71832,110.17307,109.35830,109.94569,2619065
1475587800,109.86990,109.87937,108.55302,108.83723,2662235
1475674200,109.04566,109.72779,109.04566,109.19724,2240766
1475760600,109.25409,109.79411,108.95092,109.52883,3452926
1475847000,101.39068,101.90227,99.71378,101.31488,21581502
1476106200,101.62753,102.28123,100.62328,101.18224,8890760
1476192600,100.83171,100.83171,99.72325,100.21590,8810646
1476279000,100.26327,102.08228,100.16853,101.77911,7647356
1476365400,101.21067,102.96336,100.94540,102.56545,5402579
1476451800,104.20445,104.28024,102.84019,103.26653,5601756
1476711000,103.13389,103.64548,102.28123,102.35703,3822675
1476797400,103.41811,103.42758,102.04438,102.19596,3439732
1476883800,102.32860,102.94441,101.76016,102.57492,3299770
1476970200,102.39492,102.86861,102.05386,102.45176,4307265
1477056600,102.28123,103.83497,101.85490,103.22863,3560695
1477315800,103.67390,104.32761,103.08652,103.51285,3647564
1477402200,103.74023,103.74970,102.89704,103.33284,3729156
1477488600,103.13389,103.97707,102.83072,103.67390,2252165
1477575000,103.98655,104.10971,102.71703,103.10547,3073783
1477661400,103.64548,105.04764,103.20021,104.05286,3038529
1477920600,104.17603,104.37498,103.76865,103.91076,2683557
1478007000,104.09076,104.39393,103.10547,103.40864,3094260
1478093400,103.63601,103.63601,102.32860,102.75493,4897090
1478179800,103.02968,103.09599,102.32860,102.65072,3949549
1478266200,102.77388,103.45600,102.32860,102.55598,3314653
1478529000,104.05286,105.48344,103.69286,105.39817,4931923
1478615400,105.16132,105.64450,104.69710,104.80132,3464115
1478701800,105.20869,107.18876,103.95813,106.44978,4821093
1478788200,107.16034,108.47722,106.88559,107.23613,6917463
1478874600,107.16034,107.53930,106.80980,107.29297,3478681
1479133800,107.64351,108.34459,106.90454,107.09402,2825736
1479220200,107.11297,107.47298,106.19399,107.16981,2949126
1479306600,106.55400,106.89507,105.98556,106.36452,2609776
1479393000,106.66769,107.42561,106.52558,107.15086,2316869
1479479400,107.03717,107.05612,106.00451,106.19399,3038951
1479738600,106.33610,106.56348,105.90029,106.30768,2663396
1479825000,106.61085,106.82875,106.20346,106.60137,2272115
1479911400,106.83822,107.96563,106.83822,107.84246,2772643
1480084200,107.92773,108.34459,107.54877,108.16458,877455
1480343400,108.15511,108.18353,107.37823,107.86141,2762721
1480429800,107.49193,108.46775,107.33087,107.37823,3519741
1480516200,107.74773,108.70460,107.32140,107.94668,6224197
1480602600,107.28350,108.05090,106.87611,107.69088,4018686
1480689000,107.96563,108.00352,106.26978,106.53505,3732850
1480948200,106.96138,107.81404,106.78138,106.94244,3194324
1481034600,107.37823,107.68140,106.73401,107.12244,2686935
1481121000,107.40666,110.66571,106.87611,110.38149,7870810
1481207400,110.22044,110.97836,108.78986,109.56673,5501376
1481293800,109.10251,110.30570,108.97934,110.11622,3077161
1481553000,110.27728,111.23415,109.59515,111.23415,6016682
1481639400,111.44258,112.17208,111.12994,111.87839,4491454
1481725800,111.64153,112.38051,110.16359,110.38149,4385479
1481812200,110.19202,111.30994,110.04043,110.22044,4205618
1481898600,107.66246,111.39521,107.62457,110.25833,8058165
1482157800,110.84572,111.84996,110.65624,111.12047,3795654
1482244200,111.27205,111.87839,111.12994,111.51837,2871017
1482330600,111.39521,111.69838,110.77940,111.03520,2903633
1482417000,111.16783,111.31942,110.47623,110.76993,3421261
1482503400,111.13941,111.27205,110.58044,110.83624,1505279
1482849000,110.85519,111.36679,110.65624,110.87415,1210577
1482935400,111.01625,111.19626,109.61410,109.66147,2743722
1483021800,110.01201,110.44781,109.70884,109.89832,1759554
1483108200,110.08780,110.08780,109.34883,109.75621,2412288
1483453800,110.49518,110.75098,109.48147,110.06886,3192740
1483540200,110.50465,110.81730,109.92674,110.37202,3104921
1483626600,110.40044,111.28152,110.10675,110.61835,2798292
1483713000,110.78888,112.46577,110.38149,112.29524,3814337
1483972200,112.04892,112.16261,111.36679,111.36679,4077584
1484058600,111.15836,112.20998,110.73203,111.65101,3960210
1484145000,111.35732,111.90681,110.96888,111.80259,3047395
1484231400,111.80259,111.80259,110.52361,111.44258,3337030
1484317800,111.48048,112.08681,111.42363,111.85944,3154214
1484663400,111.24363,111.86891,110.85519,111.06362,3547501
1484749800,111.33836,112.07734,111.04468,111.84996,2433610
1484836200,112.10576,112.50367,111.13941,111.70786,2547184
1484922600,112.20998,112.20998,110.95941,111.62259,3106504
1485181800,111.68890,112.02997,110.82677,111.23415,2399305
1485268200,111.45206,111.86891,111.10152,111.75523,2695801
1485354600,112.04892,112.41840,111.52785,111.67943,4532619
1485441000,111.77417,111.89733,111.11099,111.76469,6522276
1485527400,112.40893,112.84473,110.95941,112.19102,4088878
1485786600,111.87839,112.85420,111.56574,112.84473,3335447
1485873000,112.72157,112.95842,111.19626,112.09629,4479421
1485959400,112.46577,112.67420,111.26257,111.79312,2532829
1486045800,111.39521,111.91628,110.96888,111.78365,2336713
1486132200,112.28577,113.08158,111.70786,112.92052,3019213
1486391400,112.76894,113.29948,112.60788,113.06264,3172897
1486477800,113.38475,113.83950,113.13843,113.42265,2690418
1486564200,113.32790,113.68792,113.03421,113.43212,1925376
1486650600,113.43212,114.60690,113.34686,114.31320,2306103
1486737000,114.43636,115.58272,114.38899,115.44061,3789638
1486996200,115.80062,117.29751,115.67746,117.11750,4670681
1487082600,117.00381,117.43962,116.66275,117.11750,3284043
1487169000,116.87118,117.92279,116.69117,117.74279,3399306
1487255400,117.76173,117.89437,116.81434,117.62910,4548029
