time,open,high,low,close,tick_volume
1689859800,215.03000,217.62000,214.62000,216.78000,3137600
1689946200,213.53000,217.27000,212.03999,216.78000,6040100
1690205400,216.32001,219.10001,215.77000,216.94000,2165200
1690291800,216.28999,217.45000,214.75000,215.55000,2766100
1690378200,236.83000,240.48000,233.38000,238.00000,14540700
1690464600,235.45000,236.39000,230.41000,232.10001,5806700
1690551000,231.86000,235.25000,230.25000,232.77000,3595800
1690810200,232.73000,234.53999,230.42000,232.02000,2988700
1690896600,231.49001,232.16000,229.13000,231.50000,3486300
1690983000,231.14999,232.45000,229.87000,230.20000,2740200
1691069400,229.59000,231.73000,228.55000,229.89000,1914100
1691155800,230.52000,232.82001,228.24001,228.53000,3176300
1691415000,230.31000,231.83000,228.60001,229.70000,2211300
1691501400,230.31000,230.37000,226.37000,228.63000,2513700
1691587800,227.25000,229.81000,226.75999,229.25000,2562500
1691674200,229.97000,231.34000,229.52000,230.30000,2737700
1691760600,229.75000,230.99001,229.28000,229.49001,2346200
1692019800,228.67000,229.99001,228.25000,229.80000,1682100
1692106200,228.84000,229.12000,225.46001,225.53999,2146200
1692192600,225.35001,226.16000,223.66000,224.62000,2169200
1692279000,225.28999,226.67000,224.07001,224.38000,2075400
1692365400,223.25999,225.69000,223.14999,225.25999,1660100
1692624600,225.24001,225.78999,223.39999,223.97000,2000600
1692711000,224.27000,224.60001,221.57001,222.41000,1636200
1692797400,222.83000,223.67000,221.37000,223.13000,2026500
1692883800,223.28999,224.24001,222.48000,222.52000,1738900
1692970200,223.23000,225.48000,222.28000,224.17999,1609900
1693229400,223.91000,227.25000,223.87000,224.53999,1731300
1693315800,224.42999,225.24001,223.00000,223.44000,2362100
1693402200,222.81000,224.11000,221.64999,222.89000,2690700
1693488600,222.89999,223.83000,220.53999,220.57001,2410300
1693575000,221.64000,222.39999,219.71001,221.03000,2303700
1693920600,219.47000,219.82001,215.17999,215.71001,2679700
1694007000,215.83000,216.19000,211.70000,212.83000,2344800
1694093400,212.42000,213.72000,209.89999,210.57001,2882100
1694179800,210.32001,212.17000,209.03999,211.80000,3188200
1694439000,212.50999,212.81000,210.05000,211.61000,1943900
1694525400,211.03999,214.91000,206.86000,213.87000,2828200
1694611800,213.89999,214.00999,210.78000,212.13000,2919700
1694698200,214.14000,216.56000,211.74001,215.70000,2798700
1694784600,213.06000,214.21001,212.19000,213.32001,4222800
1695043800,214.17999,214.42999,211.87000,213.14999,2206800
1695130200,212.64999,213.50999,209.89999,211.77000,2156000
1695216600,213.12000,214.89999,212.89999,212.98000,2116800
1695303000,212.06000,213.28999,210.86000,211.39999,2370300
1695389400,210.71001,213.03000,208.75000,209.24001,2416500
1695648600,207.95000,209.50999,207.13000,208.48000,1427400
1695735000,207.36000,208.24001,204.62000,204.84000,1990200
1695821400,205.21001,205.55000,201.46001,202.39999,2760800
1695907800,202.42999,204.82001,201.59000,204.11000,2112600
1695994200,205.88000,205.88000,203.33000,203.63000,2246700
1696253400,201.89000,203.09000,200.13000,202.64000,1888000
1696339800,201.94000,205.14000,201.60001,203.78000,2087500
1696426200,203.50000,205.00000,201.35001,202.27000,1911900
1696512600,202.17000,202.42000,199.50999,200.64000,2037200
1696599000,199.83000,204.21001,199.33000,202.46001,1760500
1696858200,201.46001,204.66000,200.78000,204.30000,1557700
1696944600,205.02000,207.03999,204.17999,206.35001,1972900
1697031000,207.24001,209.94000,207.00000,209.48000,2851100
1697117400,210.00000,210.11000,205.81000,207.99001,1851200
1697203800,208.89000,210.44000,207.02000,207.75000,1874600
1697463000,209.21001,213.31000,208.73000,210.83000,2358900
1697549400,209.89999,213.38000,209.57001,211.34000,2479900
1697635800,210.14000,210.39999,205.47000,205.92000,3487200
1697722200,218.57001,220.10001,210.14000,210.33000,6031000
1697808600,212.49001,214.96001,210.00999,211.34000,5485700
1698067800,210.28999,211.64000,207.48000,207.75999,2576500
1698154200,208.45000,209.07001,204.25999,205.44000,2937500
1698240600,203.85001,207.08000,202.33000,205.22000,2457300
1698327000,204.34000,206.28999,201.92000,202.24001,2626300
1698413400,202.56000,204.03000,199.97000,201.72000,2427600
1698672600,203.24001,207.03999,202.41000,205.80000,2230100
1698759000,206.39000,207.91000,204.64000,207.61000,2057800
1698845400,207.06000,208.39000,205.46001,207.56000,2444200
1698931800,208.57001,211.91000,207.75000,211.39000,1776600
