time,open,high,low,close,tick_volume
1472477400,0.20000,0.20000,0.20000,0.20000,0
1472563800,0.20000,0.20000,0.20000,0.20000,0
1472650200,0.20000,0.20000,0.20000,0.20000,0
1472736600,0.20000,0.20000,0.20000,0.20000,0
1472823000,0.20000,0.20000,0.20000,0.20000,0
1473168600,0.20000,0.20000,0.20000,0.20000,0
1473255000,0.20000,0.20000,0.20000,0.20000,0
1473341400,0.20000,0.20000,0.20000,0.20000,0
1473427800,0.20000,0.20000,0.20000,0.20000,0
1473687000,0.20000,0.20000,0.20000,0.20000,0
1473773400,0.20000,0.20000,0.20000,0.20000,0
1473859800,0.20000,0.20000,0.20000,0.20000,0
1473946200,0.20000,0.20000,0.20000,0.20000,0
1474032600,0.20000,0.20000,0.20000,0.20000,0
1474291800,0.20000,0.20000,0.20000,0.20000,0
1474378200,0.20000,0.20000,0.20000,0.20000,0
1474464600,0.20000,0.20000,0.20000,0.20000,0
1474551000,0.20000,0.20000,0.20000,0.20000,0
1474637400,0.20000,0.20000,0.20000,0.20000,0
1474896600,0.20000,0.20000,0.20000,0.20000,0
1474983000,0.20000,0.20000,0.20000,0.20000,0
1475069400,0.20000,0.20000,0.20000,0.20000,0
1475155800,0.20000,0.20000,0.20000,0.20000,0
1475242200,0.20000,0.20000,0.20000,0.20000,33
1475501400,0.20000,0.20000,0.20000,0.20000,0
1475587800,0.20000,0.20000,0.20000,0.20000,0
1475674200,0.20000,0.20000,0.20000,0.20000,0
1475760600,0.20000,0.20000,0.20000,0.20000,1
1475847000,0.20000,0.20000,0.20000,0.20000,0
1476106200,0.20000,0.20000,0.20000,0.20000,0
1476192600,0.20000,0.20000,0.20000,0.20000,0
1476279000,0.20000,0.20000,0.20000,0.20000,0
1476365400,0.20000,0.20000,0.20000,0.20000,0
1476451800,0.20000,0.20000,0.20000,0.20000,0
1476711000,0.20000,0.20000,0.20000,0.20000,0
1476797400,0.20000,0.20000,0.20000,0.20000,13
1476883800,0.20000,0.20000,0.20000,0.20000,0
1476970200,0.20000,0.20000,0.20000,0.20000,10
1477056600,0.20000,0.20000,0.20000,0.20000,0
1477315800,0.20000,0.20000,0.20000,0.20000,0
1477402200,0.20000,0.20000,0.20000,0.20000,0
1477488600,0.20000,0.20000,0.20000,0.20000,5
1477575000,0.20000,0.20000,0.20000,0.20000,275
