time,open,high,low,close,tick_volume
1472477400,125.93204,127.14563,125.78641,126.78641,882607
1472563800,127.43689,127.49515,125.09708,126.08738,1125996
1472650200,126.16505,126.34952,125.14563,125.83495,1180277
1472736600,125.72816,126.18446,124.33009,124.61165,994259
1472823000,125.14563,125.69903,124.84466,125.63107,1118992
1473168600,125.79612,126.28156,125.25243,126.15534,969127
1473255000,126.32039,127.35922,125.75728,126.18446,1054926
1473341400,126.00971,126.29126,125.41747,126.21359,854179
1473427800,125.21359,125.28156,121.63107,121.64078,1454669
1473687000,121.11651,123.23301,120.44660,122.86407,1765214
1473773400,122.20388,122.39806,119.29126,119.92233,1500607
1473859800,119.85437,120.51456,119.38835,119.81554,1564364
1473946200,119.79612,122.05825,119.35922,121.25243,1128983
1474032600,120.97087,121.33981,119.93204,120.67961,1638318
1474291800,121.29126,122.12621,120.91262,121.33009,915464
1474378200,122.21359,122.28156,121.15534,121.15534,776311
1474464600,121.23301,123.70874,121.23301,123.48544,923189
1474551000,124.02913,125.80582,123.74757,125.11651,994156
1474637400,124.64078,125.01942,124.00000,124.59223,649312
1474896600,123.88349,124.08738,123.06796,123.18446,608215
1474983000,123.42719,124.66019,122.85437,124.28156,962329
1475069400,124.05825,124.98058,121.36893,124.86407,684435
1475155800,124.79612,125.08738,123.31068,124.11651,1371754
1475242200,124.92233,126.68932,124.51456,126.23301,1433039
1475501400,125.72816,126.12621,125.05825,126.09708,1099216
1475587800,125.99029,126.36893,124.77670,125.46602,678770
1475674200,125.97087,127.20388,125.57281,126.74757,1006001
1475760600,126.34952,127.03883,125.72816,126.98058,700400
1475847000,127.00971,127.42719,126.25243,127.18446,786817
1476106200,127.67961,129.33009,127.50485,128.87378,857063
1476192600,128.45631,128.45631,121.91262,122.93204,2247769
1476279000,123.08738,123.66019,121.48544,123.33981,1629357
1476365400,122.50485,123.51456,121.82524,123.21359,886315
1476451800,124.00971,124.70874,123.38835,123.44660,1346313
1476711000,123.45631,123.52427,122.76699,122.93204,762818
1476797400,123.97087,125.92233,123.88349,125.33981,1335704
1476883800,125.34952,125.64078,123.89320,124.34952,795469
1476970200,124.42719,124.93204,123.76699,124.47573,923910
1477056600,123.66991,123.94175,122.33009,123.80582,720485
1477315800,124.55340,124.91262,123.99029,124.26214,812361
1477402200,124.17476,124.18446,121.81554,121.93204,992714
1477488600,121.14563,121.35922,117.30097,117.55340,2122418
1477575000,117.55340,118.07767,116.14563,117.46602,1628327
1477661400,117.45631,120.38835,116.81554,118.98058,2381566
1477920600,103.52427,105.24272,100.90292,102.33009,10379619
1478007000,103.44660,103.88349,100.11651,100.73786,5314594
1478093400,100.68932,101.16505,98.95145,99.04855,3035822
1478179800,99.05825,100.26214,98.37864,99.55340,2301741
1478266200,100.10680,102.84466,100.00000,100.00971,2529886
1478529000,101.08738,102.33009,100.67961,101.40777,2230877
1478615400,99.67961,100.40777,96.79612,98.86407,5348893
1478701800,101.13593,101.13593,94.98058,98.66019,3907923
1478788200,99.44660,100.71844,96.16505,97.74757,2772554
1478874600,97.26214,97.63107,94.86407,95.17476,2959396
1479133800,95.28156,95.31068,92.84466,95.13593,4538077
1479220200,95.56311,99.06796,95.50485,98.49515,3609841
1479306600,97.96117,98.45631,97.20388,97.94175,1636979
1479393000,97.86407,98.55340,97.79612,97.86407,1701972
1479479400,98.09708,98.99029,97.63107,97.70874,2482197
1479738600,97.70874,99.33009,97.38835,99.11651,1760270
1479825000,98.00971,98.00971,95.33981,97.87379,3186511
1479911400,97.27184,98.89320,97.17476,98.05825,1523885
1480084200,99.02913,99.93204,98.63107,99.37864,729549
1480343400,99.26214,100.33009,98.87379,99.00971,1635537
1480429800,100.55340,101.30097,99.96117,100.38835,2248593
1480516200,100.42719,100.67961,98.67961,98.89320,2018903
1480602600,98.82524,99.42719,96.22330,96.88349,1594234
1480689000,97.24272,98.60194,96.68932,97.28156,1189650
1480948200,98.08738,98.55340,97.24272,98.47573,1843700
1481034600,98.23301,101.68932,97.75728,101.56311,2065253
1481121000,101.19418,102.15534,100.29126,101.37864,1605564
1481207400,101.40777,101.74757,100.75728,101.40777,1310675
1481293800,102.09708,102.42719,101.38835,102.15534,1364338
1481553000,102.36893,103.34952,102.15534,102.72816,1492882
1481639400,102.68932,103.86407,102.32039,103.62136,1051012
1481725800,103.00000,103.17476,100.97087,101.81554,2130452
1481812200,99.51456,100.81554,97.87379,99.66019,3345028
1481898600,99.42719,100.51456,99.36893,100.48544,2946830
1482157800,100.44660,100.75728,99.61165,99.86407,1179659
1482244200,99.88349,100.48544,98.64078,98.88349,1816817
1482330600,98.86407,99.37864,98.41747,98.69903,1525121
1482417000,98.71844,98.75728,97.93204,98.61165,880135
1482503400,98.61165,99.70874,98.47573,99.33981,683920
1482849000,99.54369,100.37864,99.00971,100.13593,1180895
1482935400,99.84466,101.16505,99.84466,100.05825,1355068
